"Chapitre 1 ","Chapitre 2","Chapitre 3","Chapitre 4","Chapitre 5"
"4","78","65","36","72"
"0","57","75","24","20"
"32","30","80","92","36"
"64","30","65","8","24"
"52","27","75","72","72"
"64","75","30","88","20"
"56","33","70","12","40"
"48","69","25","4","20"
"88","3","35","56","44"
"24","3","70","28","4"
"8","81","70","76","100"
"100","66","65","12","84"
"80","75","70","84","40"
"4","33","85","28","8"
"44","9","30","36","56"
"84","3","90","60","48"
"24","36","75","68","56"
"80","99","95","92","0"
"4","30","0","88","96"
"44","78","35","48","20"
"0","96","30","68","8"
"28","12","5","56","56"
"72","27","90","16","0"
"80","27","80","44","12"
"76","6","95","56","96"
"0","15","30","40","80"
"40","60","45","28","28"
"76","21","55","8","40"
"80","60","90","72","36"
"40","63","85","72","56"
"36","48","60","68","36"
"96","69","5","16","60"
"28","72","45","8","76"
"76","18","30","96","84"
"80","81","90","84","100"
"100","33","5","4","100"
"4","57","30","40","56"
"40","36","50","12","32"
"48","33","95","84","4"
"44","42","80","44","44"
"84","57","70","12","44"
"16","63","35","12","84"
"4","84","45","84","0"
"96","75","60","88","100"
"84","66","50","92","72"
"8","30","10","32","100"
"32","15","40","0","44"
"20","12","0","64","52"
"60","63","60","84","56"
"88","60","20","36","96"
"40","27","95","76","4"
"12","27","45","28","8"
"20","60","95","96","28"
"12","93","45","56","60"
"88","60","40","20","56"
"4","42","20","44","36"
"88","0","95","0","84"
"52","0","5","72","44"
"84","3","85","4","16"
"28","12","20","32","92"
"68","78","25","68","64"
"20","45","10","0","4"
"68","12","80","0","0"
"72","48","55","16","84"
"28","33","35","16","44"
"32","24","100","32","28"
"88","90","15","24","100"
"16","12","55","60","68"
"16","102","90","64","96"
"32","6","10","60","76"
"24","51","85","56","32"
"96","6","75","32","8"
"28","99","35","56","72"
"96","102","55","60","72"
"52","15","70","60","12"
"80","6","100","96","64"
"4","75","30","24","20"
"56","42","75","64","20"
"4","51","65","88","20"
"84","6","75","40","36"
"100","21","55","4","60"
"32","87","25","76","64"
"72","36","100","36","12"
"36","21","30","12","16"
"60","33","15","8","100"
"20","54","5","20","56"
"72","93","10","92","44"
"48","24","30","100","16"
"20","51","100","48","48"
"80","78","15","8","80"
"96","51","25","36","68"
"16","48","30","52","88"
"28","75","55","48","80"
"20","57","45","48","40"
"16","33","55","44","60"
"28","51","50","68","56"
"68","3","60","28","80"
"36","3","5","48","40"
"96","18","20","76","12"
"80","15","40","48","48"
"44","90","25","80","72"
"40","21","15","40","76"
"92","51","60","76","84"
"96","27","50","60","16"
"32","60","65","12","8"
"24","75","100","100","52"
"8","78","15","12","48"
"8","36","90","60","12"
"84","57","65","52","52"
"80","6","20","96","72"
"60","57","40","16","28"
"64","99","0","100","88"
"60","21","80","40","92"
"60","90","70","40","72"
"76","6","20","52","60"
"40","78","90","92","20"
"84","27","55","56","88"
"20","12","100","76","0"
"68","30","5","100","48"
"60","63","45","60","12"
"8","18","25","12","60"
"64","9","10","72","52"
"92","81","45","80","24"
"40","30","55","44","28"
"44","27","85","84","88"
"92","30","35","60","64"
"92","18","70","4","56"
"72","57","95","0","24"
"80","39","100","8","96"
"76","93","75","76","88"
"52","63","50","64","20"
"20","0","75","76","24"
"64","72","45","64","48"
"16","54","95","28","100"
"24","21","85","20","76"
"28","30","60","40","8"
"0","87","25","80","28"
"36","66","20","8","88"
"44","27","100","76","52"
"0","72","40","0","28"
"88","78","65","0","88"
"32","81","20","12","40"
"24","6","65","8","60"
"8","63","20","92","100"
"52","18","90","84","56"
"76","66","55","72","68"
"92","48","60","84","48"
"80","18","75","0","56"
"24","45","90","12","56"
"32","42","30","44","56"
"32","3","55","48","92"
"36","78","70","72","16"
"60","3","45","52","76"
"0","84","35","84","44"
"92","102","80","84","96"
"48","90","100","72","72"
"72","63","0","68","12"
"76","18","85","56","76"
"60","63","70","92","48"
"56","72","75","96","20"
"56","6","0","40","0"
"56","6","60","88","40"
"76","57","100","88","32"
"84","12","20","100","28"
"52","75","95","8","44"
"44","12","5","72","100"
"88","69","95","96","60"
"92","78","10","4","36"
"28","12","70","52","68"
"96","42","70","84","44"
"4","66","45","8","76"
"92","42","95","36","72"
"28","57","65","100","64"
"20","18","95","68","84"
"28","54","60","76","96"
"32","75","55","4","40"
"64","81","60","48","24"
"88","15","95","48","72"
"92","6","90","4","84"
"96","15","85","60","100"
"72","42","95","52","64"
"96","3","40","48","68"
"92","42","85","80","60"
"12","99","5","12","84"
"16","81","55","12","24"
"20","48","85","0","76"
"4","21","45","68","24"
"24","39","70","12","0"
"64","27","10","4","68"
"68","27","60","20","0"
"88","93","65","36","88"
"20","15","55","76","20"
"12","66","60","40","40"
"100","90","85","12","68"
"12","93","65","20","24"
"36","42","20","80","4"
"72","69","5","52","44"
"68","51","50","72","44"
"44","21","55","44","92"
"56","51","45","0","60"
"68","78","95","88","8"
"72","69","80","76","52"
"12","84","20","84","8"
"16","96","5","32","60"
"96","78","35","84","28"
"36","93","20","60","96"
"28","72","20","80","88"
"36","51","90","44","8"
"44","96","35","4","32"
"56","0","80","92","72"
"4","99","75","60","60"
"28","72","0","52","96"
"12","96","20","52","52"
"80","3","90","84","60"
"48","39","80","4","0"
"24","27","90","32","60"
"60","87","5","48","60"
"0","3","0","40","28"
"52","99","65","92","8"
"12","60","100","44","52"
"56","87","90","24","16"
"36","102","75","56","32"
"56","54","85","92","88"
"76","96","100","100","80"
"52","36","10","40","96"
"20","21","100","32","72"
"100","9","25","68","84"
"96","102","20","100","40"
"16","15","10","100","80"
"20","27","10","100","24"
"40","42","15","16","48"
"92","27","65","56","8"
"40","72","20","88","96"
"16","69","15","72","36"
"16","54","95","56","4"
"72","63","70","28","60"
"88","3","75","92","52"
"92","3","35","16","84"
"0","84","20","0","4"
"28","27","90","20","100"
"84","51","55","52","64"
"24","87","100","92","44"
"76","18","100","56","80"
"64","87","95","96","60"
"48","45","25","68","12"
"48","66","10","88","60"
"44","66","100","68","68"
"92","18","80","48","4"
"44","96","40","92","56"
"48","27","15","12","48"
"28","81","55","68","84"
"0","78","100","12","64"
"64","18","50","100","52"
"48","30","30","4","8"
"32","81","30","80","84"
"16","63","15","60","12"
"40","36","45","24","100"
"28","81","30","76","76"
"72","87","15","48","72"
"32","102","100","0","40"
"0","9","50","84","60"
"88","39","90","100","64"
"44","66","15","4","20"
"12","87","90","60","88"
"8","99","20","36","84"
"20","81","55","16","48"
"4","27","90","4","72"
"32","6","45","76","24"
"44","93","95","60","80"
"100","75","80","56","44"
"12","0","20","96","28"
"24","78","70","32","68"
"48","51","60","60","92"
"72","21","5","44","64"
"52","42","45","56","0"
"4","30","15","24","96"
"12","6","75","8","8"
"72","72","90","44","60"
"4","48","50","48","56"
"28","60","60","4","84"
"76","0","65","48","88"
"12","54","20","48","32"
"24","54","40","48","24"
"80","6","15","100","12"
"52","81","55","20","32"
"16","66","75","96","4"
"76","18","40","40","64"
"60","54","35","0","40"
"64","54","45","12","100"
"0","87","100","84","20"
"28","24","50","12","52"
"84","3","10","60","96"
"52","18","90","72","52"
"64","9","35","60","16"
"48","57","50","20","80"
"28","84","85","72","48"
"52","66","80","88","100"
"72","30","50","60","80"
"24","90","55","12","68"
"24","75","55","36","4"
"4","93","15","8","4"
"0","99","65","56","56"
"88","48","10","20","8"
"44","66","50","56","88"
"8","39","30","72","48""Chapitre 1 ","Chapitre 2","Chapitre 3","Chapitre 4","Chapitre 5"
"100","21","10","28","44"
"8","63","65","96","100"
"96","15","65","32","8"
"28","66","95","20","40"
"96","42","0","92","40"
"36","48","100","92","36"
"88","6","60","72","56"
"4","6","95","60","32"
"92","93","70","44","100"
"24","36","70","60","40"
"88","81","35","20","96"
"32","78","0","88","32"
"52","21","25","28","20"
"88","12","10","4","32"
"12","30","50","24","72"
"60","6","65","0","12"
"76","27","15","24","56"
"32","54","0","8","68"
"100","12","75","20","60"
"20","72","90","4","88"
"24","54","50","36","88"
"84","96","100","48","84"
"60","66","0","76","36"
"96","87","100","4","20"
"100","6","5","24","84"
"28","9","70","36","20"
"24","63","55","84","4"
"20","90","95","64","24"
"64","75","15","88","16"
"4","84","10","20","20"
"24","15","95","76","80"
"56","48","15","96","12"
"24","21","100","16","16"
"56","36","50","12","36"
"76","66","15","32","4"
"96","63","80","16","48"
"40","39","5","72","16"
"64","33","50","16","16"
"64","15","50","8","76"
"92","87","75","0","32"
"4","39","0","40","64"
"32","39","75","80","16"
"20","45","15","8","24"
"60","60","85","60","100"
"28","12","45","24","92"
"0","69","25","36","16"
"72","99","60","16","24"
"56","60","60","100","68"
"84","24","0","4","100"
"16","72","15","44","100"
"52","45","20","32","12"
"56","18","25","24","20"
"92","36","75","100","68"
"76","30","75","12","72"
"40","69","30","12","84"
"4","39","20","0","60"
"8","51","20","92","48"
"0","21","70","84","60"
"64","18","55","48","80"
"12","45","5","56","44"
"44","81","55","20","64"
"80","60","25","4","44"
"40","54","5","80","48"
"92","18","35","24","36"
"100","54","30","100","76"
"68","81","5","16","60"
"44","75","80","32","76"
"96","9","65","76","60"
"40","63","55","4","64"
"40","24","60","12","40"
"24","78","35","64","44"
"16","45","60","40","100"
"28","78","70","72","92"
"56","60","45","52","100"
"64","45","50","80","4"
"76","33","15","4","4"
"68","3","15","8","36"
"12","48","20","96","48"
"88","9","20","16","56"
"80","54","25","40","88"
"60","87","45","92","36"
"88","36","75","56","20"
"92","39","20","8","32"
"88","51","40","64","84"
"44","18","35","68","4"
"4","93","0","4","44"
"24","84","15","60","88"
"96","57","30","68","52"
"44","0","40","44","4"
"56","99","40","24","96"
"8","51","90","36","88"
"52","66","55","100","84"
"64","48","70","76","20"
"24","102","100","16","28"
"28","66","60","96","12"
"68","21","25","84","92"
"60","63","55","56","64"
"8","48","5","96","12"
"100","78","95","60","56"
"52","39","30","0","84"
"0","12","40","16","8"
"52","63","15","36","68"
"92","84","45","60","0"
"56","48","10","100","56"
"36","87","80","60","4"
"16","93","30","60","32"
"84","18","20","96","24"
"80","75","80","24","36"
"88","96","25","32","16"
"72","84","80","48","32"
"44","72","0","56","20"
"12","24","0","40","16"
"8","84","30","8","100"
"96","93","50","4","72"
"48","6","40","72","32"
"80","39","15","68","0"
"64","96","60","56","68"
"100","78","10","100","36"
"0","99","85","44","28"
"4","6","30","32","76"
"72","66","30","44","56"
"0","12","60","8","4"
"64","93","15","44","40"
"56","84","75","80","76"
"0","99","75","28","68"
"76","96","75","16","4"
"60","99","55","12","60"
"56","18","55","0","20"
"100","84","20","84","84"
"100","63","10","76","84"
"80","3","80","20","92"
"56","84","30","12","76"
"4","54","10","8","0"
"0","0","40","64","20"
"60","15","90","8","84"
"0","99","75","100","80"
"72","12","45","64","4"
"80","6","25","60","32"
"44","12","100","36","16"
"40","21","40","64","100"
"96","15","70","4","32"
"28","63","90","52","8"
"48","93","0","32","40"
"68","60","10","56","36"
"16","63","95","68","16"
"100","36","65","16","16"
"64","27","10","80","48"
"68","45","60","16","88"
"12","90","50","84","28"
"88","75","55","76","64"
"24","57","90","56","88"
"76","81","85","64","100"
"32","18","80","28","20"
"0","9","75","12","0"
"84","21","85","24","60"
"88","39","45","60","36"
"8","9","90","88","56"
"84","57","0","0","32"
"80","27","70","44","20"
"48","45","50","44","68"
"12","9","60","20","76"
"80","45","60","84","16"
"56","87","40","60","12"
"20","57","60","96","68"
"52","72","55","40","48"
"8","39","5","24","56"
"0","90","40","44","64"
"64","69","95","64","88"
"68","81","40","60","24"
"68","27","30","52","16"
"24","0","40","92","68"
"32","72","75","32","44"
"48","30","60","32","0"
"84","51","15","56","56"
"72","72","80","20","80"
"20","36","70","60","32"
"40","45","60","88","4"
"60","60","10","16","52"
"28","84","40","76","36"
"96","63","55","76","68"
"52","90","100","44","60"
"68","51","65","68","68"
"44","6","80","44","60"
"32","15","100","84","44"
"24","75","100","52","68"
"68","21","85","28","44"
"32","72","45","4","28"
"32","27","50","32","88"
"8","66","55","80","28"
"56","75","65","4","92"
"8","60","40","96","64"
"100","30","90","24","44"
"88","57","45","56","96"
"80","24","100","4","84"
"64","45","100","96","44"
"16","21","65","76","68"
"100","66","70","4","80"
"24","33","100","64","64"
"64","87","80","36","56"
"84","6","40","20","52"
"88","0","80","64","56"
"72","6","40","68","24"
"76","81","85","100","8"
"48","18","95","16","92"
"20","84","85","96","100"
"36","48","45","80","92"
"96","87","65","16","68"
"84","60","20","8","96"
"0","48","0","4","92"
"48","84","25","40","76"
"100","84","20","16","80"
"12","99","60","92","68"
"36","54","40","4","64"
"96","72","30","0","68"
"76","87","80","4","24"
"0","3","100","88","56"
"96","3","50","60","84"
"8","60","35","76","32"
"36","21","95","40","84"
"0","75","85","88","44"
"96","57","65","80","28"
"76","66","10","24","72"
"4","24","5","60","60"
"76","18","35","52","72"
"28","24","5","20","12"
"92","57","65","32","16"
"80","21","30","44","24"
"80","87","5","40","60"
"32","39","25","96","60"
"60","24","100","32","88"
"52","72","90","44","84"
"80","33","65","24","36"
"12","39","55","72","48"
"48","39","25","16","48"
"88","45","90","44","56"
"24","21","55","88","68"
"100","99","45","4","8"
"56","30","55","56","80"
"32","57","85","12","20"
"76","66","70","88","12"
"92","60","75","52","100"
"0","24","95","12","100"
"96","72","20","92","52"
"52","6","15","84","96"
"16","12","80","88","32"
"20","63","60","0","76"
"40","48","80","72","8"
"80","33","0","84","36"
"36","54","80","84","36"
"64","9","90","16","8"
"68","84","30","72","32"
"12","87","30","72","52"
"4","42","85","28","24"
"52","72","80","100","0"
"36","42","25","12","8"
"56","87","0","72","68"
"88","45","85","76","0"
"20","48","20","100","96"
"60","0","85","44","28"
"76","18","40","96","20"
"8","15","95","8","76"
"36","24","95","28","88"
"92","84","20","36","32"
"28","63","30","36","12"
"84","69","80","100","0"
"36","36","15","24","24"
"64","96","65","12","40"
"72","15","40","28","36"
"36","57","5","96","28"
"40","39","95","64","96"
"88","0","0","64","96"
"20","18","100","8","88"
"44","75","35","76","48"
"4","99","100","76","76"
"8","81","35","40","48"
"8","60","75","40","4"
"4","93","25","84","16"
"100","12","35","100","4"
"56","6","70","48","16"
"84","75","25","84","84"
"64","3","0","92","68"
"92","54","65","0","76"
"80","54","30","16","76"
"40","93","0","32","92"
"96","57","55","96","40"
"92","60","50","20","40"
"64","6","25","68","4"
"12","81","45","4","84"
